time,type,number,queueLength,totalPacketLoss
438.98,0,227,3,0
439.428,0,228,2,0
441.125,0,229,1,0
443.058,0,230,0,0
445.991,1,231,1,0
446.333,0,231,0,0
461.138,1,232,1,0
461.147,0,232,0,0
461.27,1,233,1,0
463.569,1,234,2,0
464.287,1,235,3,0
464.703,0,233,2,0
466.872,1,236,3,0
467.274,0,234,2,0
468.966,1,237,3,0
469.748,0,235,2,0
470.502,1,238,3,0
471.034,1,239,4,0
472.118,1,240,5,0
473.507,0,236,4,0
473.862,1,241,5,0
474.309,1,242,6,0
475.022,0,237,5,0
475.161,0,238,4,0
477.801,0,239,3,0
478.935,1,243,4,0
479.249,0,240,3,0
480.061,0,241,2,0
480.073,0,242,1,0
480.242,1,244,2,0
480.558,0,243,1,0
481.191,1,245,2,0
481.862,0,244,1,0
482.76,1,246,2,0
482.993,0,245,1,0
483.326,0,246,0,0
484.542,1,247,1,0
484.657,0,247,0,0
485.252,1,248,1,0
486.005,0,248,0,0
489.96,1,249,1,0
490.535,0,249,0,0
495.999,1,250,1,0
496.264,0,250,0,0
497.467,1,251,1,0
497.884,1,252,2,0
498.426,0,251,1,0
499.125,0,252,0,0
505.635,1,253,1,0
505.81,0,253,0,0
507.186,1,254,1,0
507.4,0,254,0,0
507.759,1,255,1,0
508.086,1,256,2,0
508.16,0,255,1,0
508.398,0,256,0,0
510.035,1,257,1,0
511.981,1,258,2,0
512.462,1,259,3,0
512.914,0,257,2,0
513.745,1,260,3,0
514.764,0,258,2,0
514.891,0,259,1,0
514.909,1,261,2,0
517.152,1,262,3,0
517.422,0,260,2,0
517.512,1,263,3,0
518.936,0,261,2,0
519.14,0,262,1,0
519.985,1,264,2,0
520.47,1,265,3,0
520.64,0,263,2,0
521.057,1,266,3,0
521.727,0,264,2,0
524.576,0,265,1,0
526.226,0,266,0,0
527.526,1,267,1,0
529.122,0,267,0,0
536.129,1,268,1,0
537.332,0,268,0,0
538.313,1,269,1,0
538.438,0,269,0,0
540.653,1,270,1,0
540.822,0,270,0,0
541.448,1,271,1,0
542.048,0,271,0,0
542.508,1,272,1,0
543.216,0,272,0,0
546.253,1,273,1,0
547.936,1,274,2,0
547.996,0,273,1,0
548.147,0,274,0,0
550.291,1,275,1,0
552.17,0,275,0,0
552.707,1,276,1,0
552.846,1,277,2,0
552.94,0,276,1,0
554.003,1,278,2,0
554.719,1,279,3,0
554.804,0,277,2,0
555.547,1,280,3,0
555.575,0,278,2,0
555.614,1,281,3,0
556.014,1,282,4,0
557.684,0,279,3,0
558.984,0,280,2,0
559.573,0,281,1,0
561.179,0,282,0,0
562.706,1,283,1,0
563.39,0,283,0,0
563.51,1,284,1,0
563.677,0,284,0,0
566.183,1,285,1,0
566.779,0,285,0,0
567.045,1,286,1,0
568.008,0,286,0,0
572.723,1,287,1,0
572.871,0,287,0,0
575.566,1,288,1,0
575.612,0,288,0,0
577.333,1,289,1,0
577.353,1,290,2,0
578.404,0,289,1,0
578.814,0,290,0,0
584.163,1,291,1,0
586.025,0,291,0,0
586.056,1,292,1,0
586.068,0,292,0,0
589.881,1,293,1,0
590.415,1,294,2,0
590.597,0,293,1,0
592.217,0,294,0,0
592.635,1,295,1,0
592.698,0,295,0,0
595.493,1,296,1,0
596.457,0,296,0,0
600.648,1,297,1,0
601.097,0,297,0,0
601.103,1,298,1,0
601.497,0,298,0,0
602.728,1,299,1,0
604.802,0,299,0,0
608.646,1,300,1,0
608.676,0,300,0,0
609.685,1,301,1,0
611.141,0,301,0,0
611.854,1,302,1,0
613.883,0,302,0,0
615.015,1,303,1,0
615.857,0,303,0,0
616.784,1,304,1,0
617.641,0,304,0,0
618.486,1,305,1,0
618.816,0,305,0,0
621.252,1,306,1,0
621.795,0,306,0,0
624.484,1,307,1,0
624.485,0,307,0,0
624.853,1,308,1,0
625.624,0,308,0,0
631.537,1,309,1,0
631.743,1,310,2,0
634.09,0,309,1,0
634.485,0,310,0,0
634.898,1,311,1,0
634.986,1,312,2,0
635.941,1,313,3,0
636.306,1,314,4,0
636.751,0,311,3,0
636.917,0,312,2,0
637.314,0,313,1,0
637.331,1,315,2,0
637.968,0,314,1,0
638.101,0,315,0,0
639.402,1,316,1,0
640.417,0,316,0,0
642.118,1,317,1,0
644.327,0,317,0,0
646.627,1,318,1,0
646.727,0,318,0,0
650.852,1,319,1,0
650.878,1,320,2,0
651.356,0,319,1,0
652.064,0,320,0,0
653.849,1,321,1,0
653.976,0,321,0,0
654.014,1,322,1,0
654.174,1,323,2,0
654.821,0,322,1,0
654.989,0,323,0,0
657.175,1,324,1,0
657.233,1,325,2,0
657.704,0,324,1,0
658.7,0,325,0,0
660.643,1,326,1,0
660.813,0,326,0,0
662.532,1,327,1,0
663.343,0,327,0,0
666.908,1,328,1,0
667.569,0,328,0,0
667.73,1,329,1,0
667.854,0,329,0,0
667.898,1,330,1,0
668.179,1,331,2,0
668.547,0,330,1,0
669.716,0,331,0,0
670.385,1,332,1,0
670.386,0,332,0,0
671.043,1,333,1,0
671.381,0,333,0,0
674.081,1,334,1,0
674.401,1,335,2,0
675.258,1,336,3,0
676.516,1,337,4,0
677.375,1,338,5,0
677.713,0,334,4,0
678.211,0,335,3,0
678.4,0,336,2,0
679.259,0,337,1,0
681.873,0,338,0,0
681.873,1,339,1,0
682.248,0,339,0,0
683.251,1,340,1,0
683.506,0,340,0,0
684.386,1,341,1,0
685.651,0,341,0,0
686.039,1,342,1,0
688.692,0,342,0,0
690.951,1,343,1,0
691.456,0,343,0,0
692.348,1,344,1,0
