time,type,number,queueLength,totalPacketLoss
0.841585,1,1,1,0
1.56813,1,2,2,0
2.55421,1,3,2,1
2.6772,0,1,1,1
3.19378,1,4,2,1
3.21995,1,5,2,2
4.6821,1,6,2,3
4.85253,0,2,1,3
4.97143,1,7,2,3
5.33657,0,4,1,3
5.39724,0,7,0,3
6.92881,1,8,1,3
7.22645,1,9,2,3
7.5152,1,10,2,4
8.78448,1,11,2,5
9.22994,0,8,1,5
10.1039,0,9,0,5
10.329,1,12,1,5
10.6437,0,12,0,5
11.1541,1,13,1,5
11.5014,0,13,0,5
13.4146,1,14,1,5
13.5455,1,15,2,5
13.7691,0,14,1,5
14.4107,1,16,2,5
15.7167,0,15,1,5
16.8038,0,16,0,5
19.1553,1,17,1,5
19.1599,1,18,2,5
20.1943,1,19,2,6
21.0292,0,17,1,6
21.4619,1,20,2,6
21.9764,1,21,2,7
22.5798,0,18,1,7
22.9462,0,20,0,7
28.7432,1,22,1,7
29.6616,0,22,0,7
30.3071,1,23,1,7
30.5459,0,23,0,7
33.9248,1,24,1,7
34.1993,1,25,2,7
34.2881,0,24,1,7
34.7783,0,25,0,7
34.8859,1,26,1,7
35.9177,0,26,0,7
37.2203,1,27,1,7
38.1457,0,27,0,7
38.4844,1,28,1,7
39.0994,0,28,0,7
40.246,1,29,1,7
40.6423,0,29,0,7
45.1221,1,30,1,7
45.5811,0,30,0,7
49.9229,1,31,1,7
49.9303,0,31,0,7
51.1344,1,32,1,7
51.1754,1,33,2,7
51.4529,0,32,1,7
51.6823,0,33,0,7
52.6694,1,34,1,7
52.7714,1,35,2,7
53.2751,1,36,2,8
53.8763,1,37,2,9
54.7706,0,34,1,9
55.4601,0,35,0,9
57.5779,1,38,1,9
58.1403,1,39,2,9
58.8159,0,38,1,9
59.9415,0,39,0,9
61.4769,1,40,1,9
62.0903,0,40,0,9
66.8265,1,41,1,9
67.614,1,42,2,9
68.0467,1,43,2,10
68.3168,0,41,1,10
68.6739,0,42,0,10
68.7763,1,44,1,10
69.8843,0,44,0,10
70.8918,1,45,1,10
71.7264,0,45,0,10
73.7917,1,46,1,10
74.287,0,46,0,10
76.6383,1,47,1,10
76.97,1,48,2,10
78.4962,0,47,1,10
79.0494,0,48,0,10
81.7561,1,49,1,10
81.8693,1,50,2,10
82.4915,0,49,1,10
84.6335,0,50,0,10
85.9488,1,51,1,10
86.7972,1,52,2,10
87.3816,0,51,1,10
88.7398,1,53,2,10
88.8152,0,52,1,10
88.949,0,53,0,10
89.6051,1,54,1,10
90.0245,1,55,2,10
90.268,0,54,1,10
91.0205,0,55,0,10
93.4654,1,56,1,10
93.4668,0,56,0,10
96.7484,1,57,1,10
96.7672,0,57,0,10
99.5597,1,58,1,10
99.8379,0,58,0,10
100.189,1,59,1,10
103.563,0,59,0,10
104.759,1,60,1,10
105.888,1,61,2,10
106.303,1,62,2,11
106.417,0,60,1,11
106.758,0,61,0,11
107.734,1,63,1,11
108.121,0,63,0,11
108.239,1,64,1,11
108.242,1,65,2,11
108.318,1,66,2,12
108.43,0,64,1,12
108.778,1,67,2,12
108.967,0,65,1,12
109.218,0,67,0,12
110.794,1,68,1,12
110.91,1,69,2,12
111.495,0,68,1,12
111.742,1,70,2,12
112.148,0,69,1,12
112.152,1,71,2,12
112.396,0,70,1,12
112.827,0,71,0,12
116.284,1,72,1,12
116.498,0,72,0,12
116.68,1,73,1,12
116.772,1,74,2,12
117.684,0,73,1,12
117.715,0,74,0,12
119.321,1,75,1,12
119.645,1,76,2,12
119.908,0,75,1,12
122.312,0,76,0,12
124.129,1,77,1,12
124.77,0,77,0,12
127.552,1,78,1,12
128.741,0,78,0,12
131.988,1,79,1,12
132.596,0,79,0,12
132.836,1,80,1,12
134.807,1,81,2,12
135.074,0,80,1,12
136.419,0,81,0,12
137.848,1,82,1,12
138.902,0,82,0,12
139.738,1,83,1,12
140.269,1,84,2,12
140.598,0,83,1,12
141.683,0,84,0,12
144.835,1,85,1,12
144.883,0,85,0,12
145.613,1,86,1,12
145.881,1,87,2,12
146.576,0,86,1,12
146.671,1,88,2,12
146.714,1,89,2,13
147.61,0,87,1,13
147.69,0,88,0,13
149.783,1,90,1,13
150.276,1,91,2,13
151.14,0,90,1,13
151.614,0,91,0,13
154.144,1,92,1,13
154.529,0,92,0,13
154.54,1,93,1,13
155.023,1,94,2,13
155.455,1,95,2,14
155.586,0,93,1,14
155.937,1,96,2,14
156.182,1,97,2,15
156.706,1,98,2,16
158.032,1,99,2,17
158.454,0,94,1,17
158.685,1,100,2,17
159.272,1,101,2,18
160.457,0,96,1,18
161.171,1,102,2,18
162.248,0,100,1,18
163.297,0,102,0,18
164.654,1,103,1,18
164.73,0,103,0,18
168.468,1,104,1,18
168.76,0,104,0,18
170.043,1,105,1,18
171.887,0,105,0,18
173.016,1,106,1,18
173.482,0,106,0,18
175.374,1,107,1,18
175.49,0,107,0,18
178.545,1,108,1,18
179.365,0,108,0,18
181.793,1,109,1,18
182.214,0,109,0,18
183.755,1,110,1,18
184.178,0,110,0,18
187.489,1,111,1,18
187.705,1,112,2,18
190.676,0,111,1,18
190.733,0,112,0,18
194.359,1,113,1,18
194.424,1,114,2,18
195.211,1,115,2,19
195.313,0,113,1,19
195.644,0,114,0,19
196.454,1,116,1,19
197.276,0,116,0,19
198.012,1,117,1,19
198.998,1,118,2,19
199.044,1,119,2,20
199.707,0,117,1,20
200.042,0,118,0,20
200.108,1,120,1,20
200.454,0,120,0,20
200.47,1,121,1,20
200.488,0,121,0,20
203.42,1,122,1,20
203.604,1,123,2,20
204.271,0,122,1,20
204.398,0,123,0,20
205.805,1,124,1,20
206.058,0,124,0,20
210.709,1,125,1,20
212.052,0,125,0,20
213.579,1,126,1,20
214.061,1,127,2,20
214.555,1,128,2,21
215.243,1,129,2,22
215.329,0,126,1,22
216.062,1,130,2,22
216.078,0,127,1,22
216.578,1,131,2,22
216.591,0,130,1,22
216.638,0,131,0,22
219.99,1,132,1,22
220.339,0,132,0,22
220.826,1,133,1,22
221.446,1,134,2,22
221.647,0,133,1,22
222.292,0,134,0,22
224.328,1,135,1,22
224.424,0,135,0,22
224.835,1,136,1,22
227.325,0,136,0,22
231.23,1,137,1,22
231.633,0,137,0,22
235.102,1,138,1,22
235.378,0,138,0,22
235.881,1,139,1,22
236.901,1,140,2,22
237.276,0,139,1,22
237.826,0,140,0,22
240.749,1,141,1,22
241.584,0,141,0,22
246.619,1,142,1,22
247.056,0,142,0,22
247.561,1,143,1,22
247.758,0,143,0,22
247.965,1,144,1,22
248.376,0,144,0,22
248.975,1,145,1,22
249.02,0,145,0,22
250.894,1,146,1,22
250.958,0,146,0,22
252.23,1,147,1,22
252.61,0,147,0,22
252.75,1,148,1,22
252.858,1,149,2,22
253.445,0,148,1,22
254.753,0,149,0,22
258.437,1,150,1,22
258.712,1,151,2,22
260.079,0,150,1,22
260.747,1,152,2,22
261.388,0,151,1,22
262.35,0,152,0,22
263.828,1,153,1,22
264.916,1,154,2,22
266.164,1,155,2,23
266.213,1,156,2,24
266.939,0,153,1,24
266.988,0,154,0,24
267.773,1,157,1,24
268.631,1,158,2,24
268.671,0,157,1,24
269.072,0,158,0,24
272.544,1,159,1,24
272.916,0,159,0,24
275.762,1,160,1,24
275.935,1,161,2,24
276.628,1,162,2,25
277.087,0,160,1,25
277.485,1,163,2,25
279.14,1,164,2,26
281.297,0,161,1,26
281.872,0,163,0,26
282.113,1,165,1,26
282.215,1,166,2,26
282.457,1,167,2,27
283.679,0,165,1,27
283.765,1,168,2,27
286.345,0,166,1,27
286.839,0,168,0,27
287.368,1,169,1,27
287.903,0,169,0,27
290.608,1,170,1,27
290.798,1,171,2,27
290.946,0,170,1,27
292.231,1,172,2,27
292.449,0,171,1,27
292.486,1,173,2,27
294.103,0,172,1,27
294.631,0,173,0,27
294.784,1,174,1,27
295.429,0,174,0,27
295.488,1,175,1,27
295.528,1,176,2,27
296.027,0,175,1,27
296.772,1,177,2,27
297.22,1,178,2,28
297.293,0,176,1,28
298.807,0,177,0,28
299.199,1,179,1,28
299.415,1,180,2,28
300.186,1,181,2,29
300.637,0,179,1,29
302.09,0,180,0,29
304.577,1,182,1,29
304.919,0,182,0,29
311.434,1,183,1,29
311.498,1,184,2,29
311.993,0,183,1,29
312.008,0,184,0,29
313.018,1,185,1,29
313.252,1,186,2,29
314.034,1,187,2,30
314.432,0,185,1,30
314.443,1,188,2,30
314.826,1,189,2,31
315.294,0,186,1,31
316.674,0,188,0,31
317.404,1,190,1,31
317.964,1,191,2,31
318.012,0,190,1,31
318.61,0,191,0,31
321.128,1,192,1,31
322.066,1,193,2,31
322.736,1,194,2,32
322.93,0,192,1,32
323.216,0,193,0,32
327.758,1,195,1,32
328.199,0,195,0,32
328.66,1,196,1,32
329.347,0,196,0,32
332.269,1,197,1,32
333.097,0,197,0,32
334.197,1,198,1,32
334.532,1,199,2,32
335.93,1,200,2,33
335.98,1,201,2,34
336.361,1,202,2,35
336.647,1,203,2,36
337.631,0,198,1,36
337.859,0,199,0,36
337.969,1,204,1,36
338.085,1,205,2,36
338.206,0,204,1,36
338.442,1,206,2,36
340.524,0,205,1,36
340.884,0,206,0,36
340.982,1,207,1,36
341.53,0,207,0,36
348.58,1,208,1,36
349.397,1,209,2,36
349.731,1,210,2,37
350.155,1,211,2,38
350.175,0,208,1,38
350.937,0,209,0,38
352.384,1,212,1,38
352.76,1,213,2,38
353.477,0,212,1,38
353.814,1,214,2,38
353.985,1,215,2,39
354.313,0,213,1,39
354.33,0,214,0,39
354.526,1,216,1,39
355.355,0,216,0,39
358.159,1,217,1,39
358.231,0,217,0,39
358.265,1,218,1,39
358.558,0,218,0,39
358.877,1,219,1,39
359.117,1,220,2,39
361.146,0,219,1,39
361.707,0,220,0,39
364.035,1,221,1,39
364.116,0,221,0,39
366.586,1,222,1,39
367.173,0,222,0,39
367.498,1,223,1,39
367.849,1,224,2,39
368.073,1,225,2,40
368.549,1,226,2,41
368.708,0,223,1,41
368.856,0,224,0,41
370.337,1,227,1,41
370.726,0,227,0,41
373.218,1,228,1,41
373.232,0,228,0,41
377.507,1,229,1,41
377.979,0,229,0,41
378.961,1,230,1,41
379.264,0,230,0,41
379.851,1,231,1,41
381.014,0,231,0,41
382.186,1,232,1,41
382.374,0,232,0,41
382.417,1,233,1,41
382.59,0,233,0,41
382.994,1,234,1,41
383.539,1,235,2,41
384.943,0,234,1,41
385.482,1,236,2,41
386.769,0,235,1,41
386.819,0,236,0,41
388.294,1,237,1,41
388.37,0,237,0,41
389.234,1,238,1,41
389.509,1,239,2,41
390.395,1,240,2,42
390.575,1,241,2,43
390.62,0,238,1,43
391.646,0,239,0,43
392.961,1,242,1,43
394.283,1,243,2,43
394.289,0,242,1,43
394.458,1,244,2,43
395.607,0,243,1,43
395.712,1,245,2,43
396.275,1,246,2,44
396.34,0,244,1,44
396.895,0,245,0,44
401.181,1,247,1,44
401.863,0,247,0,44
403.201,1,248,1,44
403.5,0,248,0,44
405.981,1,249,1,44
405.983,1,250,2,44
406.172,1,251,2,45
406.704,1,252,2,46
408.105,0,249,1,46
408.553,0,250,0,46
413.594,1,253,1,46
415.291,0,253,0,46
416.816,1,254,1,46
417.157,0,254,0,46
429.438,1,255,1,46
429.447,0,255,0,46
429.548,1,256,1,46
431.464,1,257,2,46
432.062,1,258,2,47
432.98,0,256,1,47
434.216,1,259,2,47
435.552,0,257,1,47
435.961,1,260,2,47
437.241,1,261,2,48
438.026,0,259,1,48
438.292,0,260,0,48
443.505,1,262,1,48
444.047,0,262,0,48
444.958,1,263,1,48
445.331,1,264,2,48
446.474,0,263,1,48
446.612,0,264,0,48
449.186,1,265,1,48
451.598,1,266,2,48
451.826,0,265,1,48
452.639,0,266,0,48
452.688,1,267,1,48
452.7,0,267,0,48
453.494,1,268,1,48
453.969,0,268,0,48
455.668,1,269,1,48
456.452,0,269,0,48
457.554,1,270,1,48
458.108,1,271,2,48
458.298,1,272,2,49
458.445,0,270,1,49
458.89,1,273,2,49
459.197,0,271,1,49
459.772,0,273,0,49
462.813,1,274,1,49
463.254,1,275,2,49
464.477,1,276,2,50
465.832,0,274,1,50
466.041,0,275,0,50
466.074,1,277,1,50
